Start_Layer,End_Layer,latency_ms
26_conv2_block2_3_bn,43_conv3_block1_2_bn,27952.52
26_conv2_block2_3_bn,44_conv3_block1_2_relu,28160.02
26_conv2_block2_3_bn,45_conv3_block1_0_conv,17882.17
26_conv2_block2_3_bn,46_conv3_block1_3_conv,30577.67
26_conv2_block2_3_bn,47_conv3_block1_0_bn,19375.43
26_conv2_block2_3_bn,48_conv3_block1_3_bn,36912.08
26_conv2_block2_3_bn,49_conv3_block1_add,37324.92
26_conv2_block2_3_bn,50_conv3_block1_out,38149.44
26_conv2_block2_3_bn,51_conv3_block2_1_conv,40424.77
26_conv2_block2_3_bn,52_conv3_block2_1_bn,40797.92
26_conv2_block2_3_bn,53_conv3_block2_1_relu,46802.9
26_conv2_block2_3_bn,54_conv3_block2_2_conv,53231.12
26_conv2_block2_3_bn,55_conv3_block2_2_bn,53604.71
26_conv2_block2_3_bn,56_conv3_block2_2_relu,53812.02
26_conv2_block2_3_bn,57_conv3_block2_3_conv,56233.33
26_conv2_block2_3_bn,58_conv3_block2_3_bn,57722.85
26_conv2_block2_3_bn,59_conv3_block2_add,58135.69
26_conv2_block2_3_bn,60_conv3_block2_out,58239.53
26_conv2_block2_3_bn,61_conv3_block3_1_conv,60126.69
26_conv2_block2_3_bn,62_conv3_block3_1_bn,60498.96
26_conv2_block2_3_bn,63_conv3_block3_1_relu,60706.67
26_conv2_block2_3_bn,64_conv3_block3_2_conv,67134.36
26_conv2_block2_3_bn,65_conv3_block3_2_bn,67507.48
26_conv2_block2_3_bn,66_conv3_block3_2_relu,70499.68
26_conv2_block2_3_bn,67_conv3_block3_3_conv,76929.9
26_conv2_block2_3_bn,68_conv3_block3_3_bn,77137.52
26_conv2_block2_3_bn,69_conv3_block3_add,77550.36
26_conv2_block2_3_bn,70_conv3_block3_out,78374.67
26_conv2_block2_3_bn,71_conv3_block4_1_conv,80646.51
26_conv2_block2_3_bn,72_conv3_block4_1_bn,81019.25
26_conv2_block2_3_bn,73_conv3_block4_1_relu,81226.32
26_conv2_block2_3_bn,74_conv3_block4_2_conv,87656.03
26_conv2_block2_3_bn,75_conv3_block4_2_bn,88030.04
26_conv2_block2_3_bn,76_conv3_block4_2_relu,88237.16
26_conv2_block2_3_bn,77_conv3_block4_3_conv,90433.83
26_conv2_block2_3_bn,78_conv3_block4_3_bn,90847.5
26_conv2_block2_3_bn,79_conv3_block4_add,91260.34
26_conv2_block2_3_bn,80_conv3_block4_out,92086.6
26_conv2_block2_3_bn,81_conv4_block1_1_conv,93869.27
26_conv2_block2_3_bn,82_conv4_block1_1_bn,94055.93
26_conv2_block2_3_bn,83_conv4_block1_1_relu,94159.83
26_conv2_block2_3_bn,84_conv4_block1_2_conv,100494.24
26_conv2_block2_3_bn,85_conv4_block1_2_bn,100680.82
26_conv2_block2_3_bn,86_conv4_block1_2_relu,100784.64
26_conv2_block2_3_bn,87_conv4_block1_0_conv,98092.23
26_conv2_block2_3_bn,88_conv4_block1_3_conv,102430.17
26_conv2_block2_3_bn,89_conv4_block1_0_bn,98299.43
26_conv2_block2_3_bn,90_conv4_block1_3_bn,103177.01
26_conv2_block2_3_bn,91_conv4_block1_add,103589.85
26_conv2_block2_3_bn,92_conv4_block1_out,104003.02
26_conv2_block2_3_bn,93_conv4_block2_1_conv,106039.82
26_conv2_block2_3_bn,94_conv4_block2_1_bn,109002.97
26_conv2_block2_3_bn,95_conv4_block2_1_relu,109189.55
26_conv2_block2_3_bn,96_conv4_block2_2_conv,115524.3
26_conv2_block2_3_bn,97_conv4_block2_2_bn,115710.97
26_conv2_block2_3_bn,98_conv4_block2_2_relu,115814.86
26_conv2_block2_3_bn,99_conv4_block2_3_conv,117709.3
26_conv2_block2_3_bn,100_conv4_block2_3_bn,118456.43
26_conv2_block2_3_bn,101_conv4_block2_add,118869.27
26_conv2_block2_3_bn,102_conv4_block2_out,119242.86
26_conv2_block2_3_bn,103_conv4_block3_1_conv,121998.87
26_conv2_block2_3_bn,104_conv4_block3_1_bn,122185.32
26_conv2_block2_3_bn,105_conv4_block3_1_relu,122289.16
26_conv2_block2_3_bn,106_conv4_block3_2_conv,124177.93
26_conv2_block2_3_bn,107_conv4_block3_2_bn,124364.79
26_conv2_block2_3_bn,108_conv4_block3_2_relu,126636.65
26_conv2_block2_3_bn,109_conv4_block3_3_conv,126843.67
26_conv2_block2_3_bn,110_conv4_block3_3_bn,127590.69
26_conv2_block2_3_bn,111_conv4_block3_add,128003.53
26_conv2_block2_3_bn,112_conv4_block3_out,128418.17
26_conv2_block2_3_bn,113_conv4_block4_1_conv,134751.8
26_conv2_block2_3_bn,114_conv4_block4_1_bn,134938.27
26_conv2_block2_3_bn,115_conv4_block4_1_relu,135042.05
26_conv2_block2_3_bn,116_conv4_block4_2_conv,141377.08
26_conv2_block2_3_bn,117_conv4_block4_2_bn,144137.35
26_conv2_block2_3_bn,118_conv4_block4_2_relu,146897.62
26_conv2_block2_3_bn,119_conv4_block4_3_conv,148786.39
26_conv2_block2_3_bn,120_conv4_block4_3_bn,149533.77
26_conv2_block2_3_bn,121_conv4_block4_add,149946.61
26_conv2_block2_3_bn,122_conv4_block4_out,150050.44
26_conv2_block2_3_bn,123_conv4_block5_1_conv,152463.46
26_conv2_block2_3_bn,124_conv4_block5_1_bn,155223.75
26_conv2_block2_3_bn,125_conv4_block5_1_relu,155327.79
26_conv2_block2_3_bn,126_conv4_block5_2_conv,161661.97
26_conv2_block2_3_bn,127_conv4_block5_2_bn,163154.74
26_conv2_block2_3_bn,128_conv4_block5_2_relu,165576.05
26_conv2_block2_3_bn,129_conv4_block5_3_conv,167463.21
26_conv2_block2_3_bn,130_conv4_block5_3_bn,170469.33
26_conv2_block2_3_bn,131_conv4_block5_add,170882.17
26_conv2_block2_3_bn,132_conv4_block5_out,171295.01
26_conv2_block2_3_bn,133_conv4_block6_1_conv,173331.81
26_conv2_block2_3_bn,134_conv4_block6_1_bn,173518.02
26_conv2_block2_3_bn,135_conv4_block6_1_relu,173930.85
26_conv2_block2_3_bn,136_conv4_block6_2_conv,180265.48
26_conv2_block2_3_bn,137_conv4_block6_2_bn,180452.53
26_conv2_block2_3_bn,138_conv4_block6_2_relu,180556.28
26_conv2_block2_3_bn,139_conv4_block6_3_conv,182438.63
26_conv2_block2_3_bn,140_conv4_block6_3_bn,183186.36
26_conv2_block2_3_bn,141_conv4_block6_add,183599.2
26_conv2_block2_3_bn,142_conv4_block6_out,184012.22
26_conv2_block2_3_bn,143_conv5_block1_1_conv,185614.25
26_conv2_block2_3_bn,144_conv5_block1_1_bn,185707.24
26_conv2_block2_3_bn,145_conv5_block1_1_relu,185759
26_conv2_block2_3_bn,146_conv5_block1_2_conv,188519.27
26_conv2_block2_3_bn,147_conv5_block1_2_bn,188612.53
26_conv2_block2_3_bn,148_conv5_block1_2_relu,188664.41
26_conv2_block2_3_bn,149_conv5_block1_0_conv,189854.33
26_conv2_block2_3_bn,150_conv5_block1_3_conv,190266.19
26_conv2_block2_3_bn,151_conv5_block1_0_bn,190227.59
26_conv2_block2_3_bn,152_conv5_block1_3_bn,190641.72
27_conv2_block2_add,28_conv2_block2_out,1650.75
27_conv2_block2_add,29_conv2_block3_1_conv,1754.47
27_conv2_block2_add,30_conv2_block3_1_bn,1806.21
27_conv2_block2_add,31_conv2_block3_1_relu,2220.04
27_conv2_block2_add,32_conv2_block3_2_conv,2406.46
27_conv2_block2_add,33_conv2_block3_2_bn,5166.73
27_conv2_block2_add,34_conv2_block3_2_relu,5580.61
27_conv2_block2_add,35_conv2_block3_3_conv,8572.8
27_conv2_block2_add,36_conv2_block3_3_bn,11535.95
27_conv2_block2_add,37_conv2_block3_add,11948.8
27_conv2_block2_add,38_conv2_block3_out,14709.06
27_conv2_block2_add,39_conv3_block1_1_conv,16675.94
27_conv2_block2_add,40_conv3_block1_1_bn,16862.54
27_conv2_block2_add,41_conv3_block1_1_relu,18348.58
27_conv2_block2_add,42_conv3_block1_2_conv,24779.41
27_conv2_block2_add,43_conv3_block1_2_bn,27539.68
27_conv2_block2_add,44_conv3_block1_2_relu,27747.18
27_conv2_block2_add,45_conv3_block1_0_conv,17469.33
27_conv2_block2_add,46_conv3_block1_3_conv,30164.83
27_conv2_block2_add,47_conv3_block1_0_bn,18962.59
27_conv2_block2_add,48_conv3_block1_3_bn,36499.24
27_conv2_block2_add,49_conv3_block1_add,36912.08
27_conv2_block2_add,50_conv3_block1_out,37736.6
27_conv2_block2_add,51_conv3_block2_1_conv,40011.93
27_conv2_block2_add,52_conv3_block2_1_bn,40385.08
27_conv2_block2_add,53_conv3_block2_1_relu,46390.06
27_conv2_block2_add,54_conv3_block2_2_conv,52818.28
27_conv2_block2_add,55_conv3_block2_2_bn,53191.87
27_conv2_block2_add,56_conv3_block2_2_relu,53399.18
27_conv2_block2_add,57_conv3_block2_3_conv,55820.49
27_conv2_block2_add,58_conv3_block2_3_bn,57310.01
27_conv2_block2_add,59_conv3_block2_add,57722.85
27_conv2_block2_add,60_conv3_block2_out,57826.69
27_conv2_block2_add,61_conv3_block3_1_conv,59713.85
27_conv2_block2_add,62_conv3_block3_1_bn,60086.12
27_conv2_block2_add,63_conv3_block3_1_relu,60293.83
27_conv2_block2_add,64_conv3_block3_2_conv,66721.52
27_conv2_block2_add,65_conv3_block3_2_bn,67094.64
27_conv2_block2_add,66_conv3_block3_2_relu,70086.84
27_conv2_block2_add,67_conv3_block3_3_conv,76517.06
27_conv2_block2_add,68_conv3_block3_3_bn,76724.68
27_conv2_block2_add,69_conv3_block3_add,77137.52
27_conv2_block2_add,70_conv3_block3_out,77961.83
27_conv2_block2_add,71_conv3_block4_1_conv,80233.67
27_conv2_block2_add,72_conv3_block4_1_bn,80606.41
27_conv2_block2_add,73_conv3_block4_1_relu,80813.48
27_conv2_block2_add,74_conv3_block4_2_conv,87243.19
27_conv2_block2_add,75_conv3_block4_2_bn,87617.2
27_conv2_block2_add,76_conv3_block4_2_relu,87824.32
27_conv2_block2_add,77_conv3_block4_3_conv,90020.99
27_conv2_block2_add,78_conv3_block4_3_bn,90434.66
27_conv2_block2_add,79_conv3_block4_add,90847.5
27_conv2_block2_add,80_conv3_block4_out,91673.76
27_conv2_block2_add,81_conv4_block1_1_conv,93456.43
27_conv2_block2_add,82_conv4_block1_1_bn,93643.09
27_conv2_block2_add,83_conv4_block1_1_relu,93746.99
27_conv2_block2_add,84_conv4_block1_2_conv,100081.4
27_conv2_block2_add,85_conv4_block1_2_bn,100267.98
27_conv2_block2_add,86_conv4_block1_2_relu,100371.8
27_conv2_block2_add,87_conv4_block1_0_conv,97679.39
27_conv2_block2_add,88_conv4_block1_3_conv,102017.33
27_conv2_block2_add,89_conv4_block1_0_bn,97886.59
27_conv2_block2_add,90_conv4_block1_3_bn,102764.17
27_conv2_block2_add,91_conv4_block1_add,103177.01
27_conv2_block2_add,92_conv4_block1_out,103590.18
27_conv2_block2_add,93_conv4_block2_1_conv,105626.98
27_conv2_block2_add,94_conv4_block2_1_bn,108590.13
27_conv2_block2_add,95_conv4_block2_1_relu,108776.71
27_conv2_block2_add,96_conv4_block2_2_conv,115111.46
27_conv2_block2_add,97_conv4_block2_2_bn,115298.13
27_conv2_block2_add,98_conv4_block2_2_relu,115402.02
27_conv2_block2_add,99_conv4_block2_3_conv,117296.46
27_conv2_block2_add,100_conv4_block2_3_bn,118043.59
27_conv2_block2_add,101_conv4_block2_add,118456.43
27_conv2_block2_add,102_conv4_block2_out,118830.02
27_conv2_block2_add,103_conv4_block3_1_conv,121586.03
27_conv2_block2_add,104_conv4_block3_1_bn,121772.48
27_conv2_block2_add,105_conv4_block3_1_relu,121876.32
27_conv2_block2_add,106_conv4_block3_2_conv,123765.09
27_conv2_block2_add,107_conv4_block3_2_bn,123951.95
27_conv2_block2_add,108_conv4_block3_2_relu,126223.81
27_conv2_block2_add,109_conv4_block3_3_conv,126430.83
27_conv2_block2_add,110_conv4_block3_3_bn,127177.85
27_conv2_block2_add,111_conv4_block3_add,127590.69
27_conv2_block2_add,112_conv4_block3_out,128005.33
27_conv2_block2_add,113_conv4_block4_1_conv,134338.96
27_conv2_block2_add,114_conv4_block4_1_bn,134525.43
27_conv2_block2_add,115_conv4_block4_1_relu,134629.21
27_conv2_block2_add,116_conv4_block4_2_conv,140964.24
27_conv2_block2_add,117_conv4_block4_2_bn,143724.51
27_conv2_block2_add,118_conv4_block4_2_relu,146484.78
27_conv2_block2_add,119_conv4_block4_3_conv,148373.55
27_conv2_block2_add,120_conv4_block4_3_bn,149120.93
27_conv2_block2_add,121_conv4_block4_add,149533.77
27_conv2_block2_add,122_conv4_block4_out,149637.6
27_conv2_block2_add,123_conv4_block5_1_conv,152050.62
27_conv2_block2_add,124_conv4_block5_1_bn,154810.91
27_conv2_block2_add,125_conv4_block5_1_relu,154914.95
27_conv2_block2_add,126_conv4_block5_2_conv,161249.13
27_conv2_block2_add,127_conv4_block5_2_bn,162741.9
27_conv2_block2_add,128_conv4_block5_2_relu,165163.21
27_conv2_block2_add,129_conv4_block5_3_conv,167050.37
27_conv2_block2_add,130_conv4_block5_3_bn,170056.49
27_conv2_block2_add,131_conv4_block5_add,170469.33
27_conv2_block2_add,132_conv4_block5_out,170882.17
27_conv2_block2_add,133_conv4_block6_1_conv,172918.97
27_conv2_block2_add,134_conv4_block6_1_bn,173105.18
27_conv2_block2_add,135_conv4_block6_1_relu,173518.01
27_conv2_block2_add,136_conv4_block6_2_conv,179852.64
27_conv2_block2_add,137_conv4_block6_2_bn,180039.69
27_conv2_block2_add,138_conv4_block6_2_relu,180143.44
27_conv2_block2_add,139_conv4_block6_3_conv,182025.79
27_conv2_block2_add,140_conv4_block6_3_bn,182773.52
27_conv2_block2_add,141_conv4_block6_add,183186.36
27_conv2_block2_add,142_conv4_block6_out,183599.38
27_conv2_block2_add,143_conv5_block1_1_conv,185201.41
27_conv2_block2_add,144_conv5_block1_1_bn,185294.4
27_conv2_block2_add,145_conv5_block1_1_relu,185346.16
27_conv2_block2_add,146_conv5_block1_2_conv,188106.43
27_conv2_block2_add,147_conv5_block1_2_bn,188199.69
27_conv2_block2_add,148_conv5_block1_2_relu,188251.57
27_conv2_block2_add,149_conv5_block1_0_conv,189441.49
27_conv2_block2_add,150_conv5_block1_3_conv,189853.35
27_conv2_block2_add,151_conv5_block1_0_bn,189814.75
27_conv2_block2_add,152_conv5_block1_3_bn,190228.88
28_conv2_block2_out,29_conv2_block3_1_conv,103.72
28_conv2_block2_out,30_conv2_block3_1_bn,155.46
28_conv2_block2_out,31_conv2_block3_1_relu,569.29
28_conv2_block2_out,32_conv2_block3_2_conv,755.71
28_conv2_block2_out,33_conv2_block3_2_bn,3515.98
28_conv2_block2_out,34_conv2_block3_2_relu,3929.86
28_conv2_block2_out,35_conv2_block3_3_conv,6922.05
28_conv2_block2_out,36_conv2_block3_3_bn,9885.2
28_conv2_block2_out,37_conv2_block3_add,10298.05
28_conv2_block2_out,38_conv2_block3_out,13058.31
28_conv2_block2_out,39_conv3_block1_1_conv,15025.19
28_conv2_block2_out,40_conv3_block1_1_bn,15211.79
28_conv2_block2_out,41_conv3_block1_1_relu,16697.83
28_conv2_block2_out,42_conv3_block1_2_conv,23128.66
28_conv2_block2_out,43_conv3_block1_2_bn,25888.93
28_conv2_block2_out,44_conv3_block1_2_relu,26096.43
28_conv2_block2_out,45_conv3_block1_0_conv,15818.58
28_conv2_block2_out,46_conv3_block1_3_conv,28514.08
28_conv2_block2_out,47_conv3_block1_0_bn,17311.84
28_conv2_block2_out,48_conv3_block1_3_bn,34848.49
28_conv2_block2_out,49_conv3_block1_add,35261.33
28_conv2_block2_out,50_conv3_block1_out,36085.85
28_conv2_block2_out,51_conv3_block2_1_conv,38361.18
28_conv2_block2_out,52_conv3_block2_1_bn,38734.33
28_conv2_block2_out,53_conv3_block2_1_relu,44739.31
28_conv2_block2_out,54_conv3_block2_2_conv,51167.53
28_conv2_block2_out,55_conv3_block2_2_bn,51541.12
28_conv2_block2_out,56_conv3_block2_2_relu,51748.43
28_conv2_block2_out,57_conv3_block2_3_conv,54169.74
28_conv2_block2_out,58_conv3_block2_3_bn,55659.26
28_conv2_block2_out,59_conv3_block2_add,56072.1
28_conv2_block2_out,60_conv3_block2_out,56175.94
28_conv2_block2_out,61_conv3_block3_1_conv,58063.1
28_conv2_block2_out,62_conv3_block3_1_bn,58435.37
28_conv2_block2_out,63_conv3_block3_1_relu,58643.08
28_conv2_block2_out,64_conv3_block3_2_conv,65070.77
28_conv2_block2_out,65_conv3_block3_2_bn,65443.89
28_conv2_block2_out,66_conv3_block3_2_relu,68436.09
28_conv2_block2_out,67_conv3_block3_3_conv,74866.31
28_conv2_block2_out,68_conv3_block3_3_bn,75073.93
28_conv2_block2_out,69_conv3_block3_add,75486.77
28_conv2_block2_out,70_conv3_block3_out,76311.08
28_conv2_block2_out,71_conv3_block4_1_conv,78582.92
28_conv2_block2_out,72_conv3_block4_1_bn,78955.66
28_conv2_block2_out,73_conv3_block4_1_relu,79162.73
28_conv2_block2_out,74_conv3_block4_2_conv,85592.44
28_conv2_block2_out,75_conv3_block4_2_bn,85966.45
28_conv2_block2_out,76_conv3_block4_2_relu,86173.57
28_conv2_block2_out,77_conv3_block4_3_conv,88370.24
28_conv2_block2_out,78_conv3_block4_3_bn,88783.91
28_conv2_block2_out,79_conv3_block4_add,89196.75
28_conv2_block2_out,80_conv3_block4_out,90023.01
28_conv2_block2_out,81_conv4_block1_1_conv,91805.68
28_conv2_block2_out,82_conv4_block1_1_bn,91992.34
28_conv2_block2_out,83_conv4_block1_1_relu,92096.24
28_conv2_block2_out,84_conv4_block1_2_conv,98430.65
28_conv2_block2_out,85_conv4_block1_2_bn,98617.23
28_conv2_block2_out,86_conv4_block1_2_relu,98721.05
28_conv2_block2_out,87_conv4_block1_0_conv,96028.64
28_conv2_block2_out,88_conv4_block1_3_conv,100366.58
28_conv2_block2_out,89_conv4_block1_0_bn,96235.84
28_conv2_block2_out,90_conv4_block1_3_bn,101113.42
28_conv2_block2_out,91_conv4_block1_add,101526.26
28_conv2_block2_out,92_conv4_block1_out,101939.43
28_conv2_block2_out,93_conv4_block2_1_conv,103976.23
28_conv2_block2_out,94_conv4_block2_1_bn,106939.38
28_conv2_block2_out,95_conv4_block2_1_relu,107125.96
28_conv2_block2_out,96_conv4_block2_2_conv,113460.71
28_conv2_block2_out,97_conv4_block2_2_bn,113647.38
28_conv2_block2_out,98_conv4_block2_2_relu,113751.27
28_conv2_block2_out,99_conv4_block2_3_conv,115645.71
28_conv2_block2_out,100_conv4_block2_3_bn,116392.84
28_conv2_block2_out,101_conv4_block2_add,116805.68
28_conv2_block2_out,102_conv4_block2_out,117179.27
28_conv2_block2_out,103_conv4_block3_1_conv,119935.28
28_conv2_block2_out,104_conv4_block3_1_bn,120121.73
28_conv2_block2_out,105_conv4_block3_1_relu,120225.57
28_conv2_block2_out,106_conv4_block3_2_conv,122114.34
28_conv2_block2_out,107_conv4_block3_2_bn,122301.2
28_conv2_block2_out,108_conv4_block3_2_relu,124573.06
28_conv2_block2_out,109_conv4_block3_3_conv,124780.08
28_conv2_block2_out,110_conv4_block3_3_bn,125527.1
28_conv2_block2_out,111_conv4_block3_add,125939.94
28_conv2_block2_out,112_conv4_block3_out,126354.58
28_conv2_block2_out,113_conv4_block4_1_conv,132688.21
28_conv2_block2_out,114_conv4_block4_1_bn,132874.68
28_conv2_block2_out,115_conv4_block4_1_relu,132978.46
28_conv2_block2_out,116_conv4_block4_2_conv,139313.49
28_conv2_block2_out,117_conv4_block4_2_bn,142073.76
28_conv2_block2_out,118_conv4_block4_2_relu,144834.03
28_conv2_block2_out,119_conv4_block4_3_conv,146722.8
28_conv2_block2_out,120_conv4_block4_3_bn,147470.18
28_conv2_block2_out,121_conv4_block4_add,147883.02
28_conv2_block2_out,122_conv4_block4_out,147986.85
28_conv2_block2_out,123_conv4_block5_1_conv,150399.87
28_conv2_block2_out,124_conv4_block5_1_bn,153160.16
28_conv2_block2_out,125_conv4_block5_1_relu,153264.2
28_conv2_block2_out,126_conv4_block5_2_conv,159598.38
28_conv2_block2_out,127_conv4_block5_2_bn,161091.15
28_conv2_block2_out,128_conv4_block5_2_relu,163512.46
28_conv2_block2_out,129_conv4_block5_3_conv,165399.62
28_conv2_block2_out,130_conv4_block5_3_bn,168405.74
28_conv2_block2_out,131_conv4_block5_add,168818.58
28_conv2_block2_out,132_conv4_block5_out,169231.42
28_conv2_block2_out,133_conv4_block6_1_conv,171268.22
28_conv2_block2_out,134_conv4_block6_1_bn,171454.43
28_conv2_block2_out,135_conv4_block6_1_relu,171867.26
28_conv2_block2_out,136_conv4_block6_2_conv,178201.89
28_conv2_block2_out,137_conv4_block6_2_bn,178388.94
28_conv2_block2_out,138_conv4_block6_2_relu,178492.69
28_conv2_block2_out,139_conv4_block6_3_conv,180375.04
28_conv2_block2_out,140_conv4_block6_3_bn,181122.77
28_conv2_block2_out,141_conv4_block6_add,181535.61
28_conv2_block2_out,142_conv4_block6_out,181948.63
28_conv2_block2_out,143_conv5_block1_1_conv,183550.66
28_conv2_block2_out,144_conv5_block1_1_bn,183643.65
28_conv2_block2_out,145_conv5_block1_1_relu,183695.41
28_conv2_block2_out,146_conv5_block1_2_conv,186455.68
28_conv2_block2_out,147_conv5_block1_2_bn,186548.94
28_conv2_block2_out,148_conv5_block1_2_relu,186600.82
28_conv2_block2_out,149_conv5_block1_0_conv,187790.74
28_conv2_block2_out,150_conv5_block1_3_conv,188202.6
28_conv2_block2_out,151_conv5_block1_0_bn,188164
28_conv2_block2_out,152_conv5_block1_3_bn,188578.13
29_conv2_block3_1_conv,30_conv2_block3_1_bn,51.74
29_conv2_block3_1_conv,31_conv2_block3_1_relu,465.57
29_conv2_block3_1_conv,32_conv2_block3_2_conv,651.99
29_conv2_block3_1_conv,33_conv2_block3_2_bn,3412.26
29_conv2_block3_1_conv,34_conv2_block3_2_relu,3826.14
29_conv2_block3_1_conv,35_conv2_block3_3_conv,6818.33
29_conv2_block3_1_conv,36_conv2_block3_3_bn,9781.48
29_conv2_block3_1_conv,37_conv2_block3_add,10194.33
29_conv2_block3_1_conv,38_conv2_block3_out,12954.59
29_conv2_block3_1_conv,39_conv3_block1_1_conv,14921.47
29_conv2_block3_1_conv,40_conv3_block1_1_bn,15108.07
29_conv2_block3_1_conv,41_conv3_block1_1_relu,16594.11
29_conv2_block3_1_conv,42_conv3_block1_2_conv,23024.94
29_conv2_block3_1_conv,43_conv3_block1_2_bn,25785.21
29_conv2_block3_1_conv,44_conv3_block1_2_relu,25992.71
29_conv2_block3_1_conv,45_conv3_block1_0_conv,15714.86
29_conv2_block3_1_conv,46_conv3_block1_3_conv,28410.36
29_conv2_block3_1_conv,47_conv3_block1_0_bn,17208.12
29_conv2_block3_1_conv,48_conv3_block1_3_bn,34744.77
29_conv2_block3_1_conv,49_conv3_block1_add,35157.61
29_conv2_block3_1_conv,50_conv3_block1_out,35982.13
29_conv2_block3_1_conv,51_conv3_block2_1_conv,38257.46
29_conv2_block3_1_conv,52_conv3_block2_1_bn,38630.61
29_conv2_block3_1_conv,53_conv3_block2_1_relu,44635.59
29_conv2_block3_1_conv,54_conv3_block2_2_conv,51063.81
29_conv2_block3_1_conv,55_conv3_block2_2_bn,51437.4
29_conv2_block3_1_conv,56_conv3_block2_2_relu,51644.71
29_conv2_block3_1_conv,57_conv3_block2_3_conv,54066.02
29_conv2_block3_1_conv,58_conv3_block2_3_bn,55555.54
29_conv2_block3_1_conv,59_conv3_block2_add,55968.38
29_conv2_block3_1_conv,60_conv3_block2_out,56072.22
29_conv2_block3_1_conv,61_conv3_block3_1_conv,57959.38
29_conv2_block3_1_conv,62_conv3_block3_1_bn,58331.65
29_conv2_block3_1_conv,63_conv3_block3_1_relu,58539.36
29_conv2_block3_1_conv,64_conv3_block3_2_conv,64967.05
29_conv2_block3_1_conv,65_conv3_block3_2_bn,65340.17
29_conv2_block3_1_conv,66_conv3_block3_2_relu,68332.37
29_conv2_block3_1_conv,67_conv3_block3_3_conv,74762.59
29_conv2_block3_1_conv,68_conv3_block3_3_bn,74970.21
29_conv2_block3_1_conv,69_conv3_block3_add,75383.05
29_conv2_block3_1_conv,70_conv3_block3_out,76207.36
29_conv2_block3_1_conv,71_conv3_block4_1_conv,78479.2
29_conv2_block3_1_conv,72_conv3_block4_1_bn,78851.94
29_conv2_block3_1_conv,73_conv3_block4_1_relu,79059.01
29_conv2_block3_1_conv,74_conv3_block4_2_conv,85488.72
29_conv2_block3_1_conv,75_conv3_block4_2_bn,85862.73
29_conv2_block3_1_conv,76_conv3_block4_2_relu,86069.85
29_conv2_block3_1_conv,77_conv3_block4_3_conv,88266.52
29_conv2_block3_1_conv,78_conv3_block4_3_bn,88680.19
29_conv2_block3_1_conv,79_conv3_block4_add,89093.03
29_conv2_block3_1_conv,80_conv3_block4_out,89919.29
29_conv2_block3_1_conv,81_conv4_block1_1_conv,91701.96
29_conv2_block3_1_conv,82_conv4_block1_1_bn,91888.62
29_conv2_block3_1_conv,83_conv4_block1_1_relu,91992.52
29_conv2_block3_1_conv,84_conv4_block1_2_conv,98326.93
29_conv2_block3_1_conv,85_conv4_block1_2_bn,98513.51
29_conv2_block3_1_conv,86_conv4_block1_2_relu,98617.33
29_conv2_block3_1_conv,87_conv4_block1_0_conv,95924.92
